advertiser_id,product_id,date
AK81O7W3KGPEN8LABG2N,mgdh34,2025-11-15
5E325T5HYL61QSABVR5V,9hl7st,2025-11-15
AK81O7W3KGPEN8LABG2N,qbpye9,2025-11-15
EN1SA43DTN2LIR8DEW5S,ctyu0r,2025-11-15
M0LU6DCI1WILGQBZ6808,w6v0bb,2025-11-15
SOVPFK3BBWKTQM9HOHWJ,c2n98t,2025-11-15
SOVPFK3BBWKTQM9HOHWJ,gvlbio,2025-11-15
2WPF1NXECF3G6NUMWDO7,59j88y,2025-11-15
62FIK8F2YT8JSFDBLEC9,spv9n5,2025-11-15
8C88YB6E8YCGWU07HA7A,c8px87,2025-11-15
LW045DVYSGRD75TK6U54,7hdrfj,2025-11-15
KD9PHCBGYFBRI9ET1O9R,u2yxr1,2025-11-15
IDOFCO721HTJGDH7332G,bll9vn,2025-11-15
8C88YB6E8YCGWU07HA7A,hskcnp,2025-11-15
OY5LNPB5A8FF43ITRZG3,zum1q2,2025-11-15
IOBPI63RBJIHI5FB7U9O,mj7gt0,2025-11-15
6X20RDH567MX2X3TXYJ7,brpoc1,2025-11-15
AK81O7W3KGPEN8LABG2N,1j6llv,2025-11-15
8C88YB6E8YCGWU07HA7A,w9agzb,2025-11-15
SOVPFK3BBWKTQM9HOHWJ,nwzsc9,2025-11-15
OAGTYWN8WFC997VLDJH7,cziyhe,2025-11-15
EN1SA43DTN2LIR8DEW5S,6gk5f5,2025-11-15
OAGTYWN8WFC997VLDJH7,xw4mv6,2025-11-15
6X20RDH567MX2X3TXYJ7,awpqai,2025-11-15
GXLKAA83238FVRU718EX,nm4pyj,2025-11-15
62FIK8F2YT8JSFDBLEC9,rfe8nl,2025-11-15
LTRZRCI4M19WYVL6Q6L5,z9594q,2025-11-15
M0LU6DCI1WILGQBZ6808,i51lu3,2025-11-15
IDOFCO721HTJGDH7332G,1stiwg,2025-11-15
8C88YB6E8YCGWU07HA7A,8x1fk4,2025-11-15
EN1SA43DTN2LIR8DEW5S,69ncq4,2025-11-15
AK81O7W3KGPEN8LABG2N,724cgy,2025-11-15
2WPF1NXECF3G6NUMWDO7,9cgdv8,2025-11-15
62FIK8F2YT8JSFDBLEC9,aee2vx,2025-11-15
2WPF1NXECF3G6NUMWDO7,nljn8x,2025-11-15
5E325T5HYL61QSABVR5V,1fujc6,2025-11-15
P41C5HK4P2G5GFRMT6ZA,zwrw18,2025-11-15
SOVPFK3BBWKTQM9HOHWJ,vedvan,2025-11-15
OY5LNPB5A8FF43ITRZG3,xlpfgt,2025-11-15
KD9PHCBGYFBRI9ET1O9R,u2yxr1,2025-11-15
P41C5HK4P2G5GFRMT6ZA,hlrx0o,2025-11-15
IDOFCO721HTJGDH7332G,d1fws1,2025-11-15
SOVPFK3BBWKTQM9HOHWJ,igzucd,2025-11-15
62FIK8F2YT8JSFDBLEC9,djvcvp,2025-11-15
P41C5HK4P2G5GFRMT6ZA,s61stm,2025-11-15
OAGTYWN8WFC997VLDJH7,t8nlye,2025-11-15
LW045DVYSGRD75TK6U54,1mlwn4,2025-11-15
GXLKAA83238FVRU718EX,yr9pud,2025-11-15
2WPF1NXECF3G6NUMWDO7,nw5ji2,2025-11-15
Y0W3K7OV6ZLILW96OO3K,roqjli,2025-11-15
OAGTYWN8WFC997VLDJH7,vxiium,2025-11-15
OAGTYWN8WFC997VLDJH7,x1fy27,2025-11-15
8C88YB6E8YCGWU07HA7A,hskcnp,2025-11-15
6X20RDH567MX2X3TXYJ7,206312,2025-11-15
LTRZRCI4M19WYVL6Q6L5,uts4me,2025-11-15
P41C5HK4P2G5GFRMT6ZA,zwxqs0,2025-11-15
IDOFCO721HTJGDH7332G,3ql6y1,2025-11-15
GXLKAA83238FVRU718EX,8milxx,2025-11-15
IDOFCO721HTJGDH7332G,cp6k48,2025-11-15
EN1SA43DTN2LIR8DEW5S,6gk5f5,2025-11-15
5E325T5HYL61QSABVR5V,noy4op,2025-11-15
M0LU6DCI1WILGQBZ6808,xncmtb,2025-11-15
62FIK8F2YT8JSFDBLEC9,jn3jwp,2025-11-15
5E325T5HYL61QSABVR5V,db2ge9,2025-11-15
Y0W3K7OV6ZLILW96OO3K,rnyhun,2025-11-15
2WPF1NXECF3G6NUMWDO7,f9jep9,2025-11-15
OAGTYWN8WFC997VLDJH7,5ztt11,2025-11-15
6X20RDH567MX2X3TXYJ7,n1ia3i,2025-11-15
OY5LNPB5A8FF43ITRZG3,reomya,2025-11-15
GXLKAA83238FVRU718EX,sbvstd,2025-11-15
IOBPI63RBJIHI5FB7U9O,ox5vaz,2025-11-15
GXLKAA83238FVRU718EX,90hx47,2025-11-15
6X20RDH567MX2X3TXYJ7,pjd3vz,2025-11-15
LTRZRCI4M19WYVL6Q6L5,mw6jkg,2025-11-15
IDOFCO721HTJGDH7332G,hiuhwm,2025-11-15
IDOFCO721HTJGDH7332G,akspdx,2025-11-15
OAGTYWN8WFC997VLDJH7,t5uu1a,2025-11-15
K6Z0X85ZUY0TSF4RCG5J,ziowtr,2025-11-15
IDOFCO721HTJGDH7332G,015ly6,2025-11-15
IDOFCO721HTJGDH7332G,nuneq9,2025-11-15
62FIK8F2YT8JSFDBLEC9,x4x0yz,2025-11-15
LTRZRCI4M19WYVL6Q6L5,buze8b,2025-11-15
8C88YB6E8YCGWU07HA7A,fqrt97,2025-11-15
K6Z0X85ZUY0TSF4RCG5J,649tyl,2025-11-15
IDOFCO721HTJGDH7332G,d1fws1,2025-11-15
K6Z0X85ZUY0TSF4RCG5J,s763ym,2025-11-15
GXLKAA83238FVRU718EX,6j2s9z,2025-11-15
GXLKAA83238FVRU718EX,ne30bo,2025-11-15
IDOFCO721HTJGDH7332G,a85kb3,2025-11-15
2WPF1NXECF3G6NUMWDO7,vmsaxu,2025-11-15
GXLKAA83238FVRU718EX,ne30bo,2025-11-15
OY5LNPB5A8FF43ITRZG3,1bov4h,2025-11-15
6X20RDH567MX2X3TXYJ7,74jdm3,2025-11-15
IOBPI63RBJIHI5FB7U9O,gtgbe0,2025-11-15
GXLKAA83238FVRU718EX,pewnom,2025-11-15
P41C5HK4P2G5GFRMT6ZA,rh2pje,2025-11-15
6X20RDH567MX2X3TXYJ7,pjd3vz,2025-11-15
M0LU6DCI1WILGQBZ6808,nh8ozd,2025-11-15
GXLKAA83238FVRU718EX,obvkgm,2025-11-15
AK81O7W3KGPEN8LABG2N,206qg3,2025-11-15
6X20RDH567MX2X3TXYJ7,b1nsq8,2025-11-15
Y0W3K7OV6ZLILW96OO3K,9kr7uc,2025-11-15
5E325T5HYL61QSABVR5V,4bxb6f,2025-11-15
P41C5HK4P2G5GFRMT6ZA,wcuu5w,2025-11-15
SOVPFK3BBWKTQM9HOHWJ,npdpya,2025-11-15
LW045DVYSGRD75TK6U54,tdexyq,2025-11-15
5E325T5HYL61QSABVR5V,o568oa,2025-11-15
SOVPFK3BBWKTQM9HOHWJ,zfozhl,2025-11-15
OAGTYWN8WFC997VLDJH7,m5ichl,2025-11-15
5E325T5HYL61QSABVR5V,ef53ef,2025-11-15
8C88YB6E8YCGWU07HA7A,96pdb3,2025-11-15
K6Z0X85ZUY0TSF4RCG5J,b7n1ne,2025-11-15
K6Z0X85ZUY0TSF4RCG5J,85iql6,2025-11-15
5E325T5HYL61QSABVR5V,nw44sh,2025-11-15
EN1SA43DTN2LIR8DEW5S,cqc03j,2025-11-15
OY5LNPB5A8FF43ITRZG3,ev95b1,2025-11-15
62FIK8F2YT8JSFDBLEC9,w1wf30,2025-11-15
GXLKAA83238FVRU718EX,ds5811,2025-11-15
6X20RDH567MX2X3TXYJ7,6d7l8e,2025-11-15
K6Z0X85ZUY0TSF4RCG5J,s763ym,2025-11-15
LW045DVYSGRD75TK6U54,muny8r,2025-11-15
8C88YB6E8YCGWU07HA7A,7ad005,2025-11-15
5E325T5HYL61QSABVR5V,m6uuv9,2025-11-15
LW045DVYSGRD75TK6U54,o0hlcj,2025-11-15
KD9PHCBGYFBRI9ET1O9R,24ymyp,2025-11-15
6X20RDH567MX2X3TXYJ7,vr2n94,2025-11-15
AK81O7W3KGPEN8LABG2N,sjcspu,2025-11-15
P41C5HK4P2G5GFRMT6ZA,39d2xv,2025-11-15
LW045DVYSGRD75TK6U54,a7kran,2025-11-15
KD9PHCBGYFBRI9ET1O9R,yvirxs,2025-11-15
IOBPI63RBJIHI5FB7U9O,g3x6z6,2025-11-15
62FIK8F2YT8JSFDBLEC9,dslu5o,2025-11-15
GXLKAA83238FVRU718EX,nm4pyj,2025-11-15
EN1SA43DTN2LIR8DEW5S,ftijyu,2025-11-15
M0LU6DCI1WILGQBZ6808,e2i1s3,2025-11-15
8C88YB6E8YCGWU07HA7A,ud49j6,2025-11-15
SOVPFK3BBWKTQM9HOHWJ,2dhydo,2025-11-15
AK81O7W3KGPEN8LABG2N,nj0hdb,2025-11-15
5E325T5HYL61QSABVR5V,htd40c,2025-11-15
5E325T5HYL61QSABVR5V,pwb09v,2025-11-15
LW045DVYSGRD75TK6U54,j42cey,2025-11-15
8C88YB6E8YCGWU07HA7A,mvpc06,2025-11-15
IOBPI63RBJIHI5FB7U9O,i5zm49,2025-11-15
AK81O7W3KGPEN8LABG2N,59f9qj,2025-11-15
8C88YB6E8YCGWU07HA7A,spq8c2,2025-11-15
8C88YB6E8YCGWU07HA7A,5b0w5d,2025-11-15
IOBPI63RBJIHI5FB7U9O,he474r,2025-11-15
K6Z0X85ZUY0TSF4RCG5J,n6gva7,2025-11-15
2WPF1NXECF3G6NUMWDO7,1gjnn4,2025-11-15
62FIK8F2YT8JSFDBLEC9,xikvni,2025-11-15
5E325T5HYL61QSABVR5V,xzal1j,2025-11-15
GXLKAA83238FVRU718EX,6arj5u,2025-11-15
2WPF1NXECF3G6NUMWDO7,hwgf22,2025-11-15
2WPF1NXECF3G6NUMWDO7,nw5ji2,2025-11-15
IOBPI63RBJIHI5FB7U9O,g3x6z6,2025-11-15
62FIK8F2YT8JSFDBLEC9,br4hr8,2025-11-15
6X20RDH567MX2X3TXYJ7,wp4q03,2025-11-15
5E325T5HYL61QSABVR5V,4ykxyt,2025-11-15
KD9PHCBGYFBRI9ET1O9R,o71eil,2025-11-15
IOBPI63RBJIHI5FB7U9O,e7dyf4,2025-11-15
8C88YB6E8YCGWU07HA7A,7ad005,2025-11-15
KD9PHCBGYFBRI9ET1O9R,fbf182,2025-11-15
2WPF1NXECF3G6NUMWDO7,8yddnr,2025-11-15
P41C5HK4P2G5GFRMT6ZA,gnqmry,2025-11-15
6X20RDH567MX2X3TXYJ7,or5lid,2025-11-15
SOVPFK3BBWKTQM9HOHWJ,gv9o9j,2025-11-15
IDOFCO721HTJGDH7332G,5mzg98,2025-11-15
LW045DVYSGRD75TK6U54,g4kx7j,2025-11-15
LW045DVYSGRD75TK6U54,6y734b,2025-11-15
EN1SA43DTN2LIR8DEW5S,syefkp,2025-11-15
EN1SA43DTN2LIR8DEW5S,oy7idi,2025-11-15
Y0W3K7OV6ZLILW96OO3K,vrs3ig,2025-11-15
5E325T5HYL61QSABVR5V,l4aq1a,2025-11-15
GXLKAA83238FVRU718EX,in90an,2025-11-15
SOVPFK3BBWKTQM9HOHWJ,icclta,2025-11-15
GXLKAA83238FVRU718EX,x3c25o,2025-11-15
IOBPI63RBJIHI5FB7U9O,s6qnd2,2025-11-15
EN1SA43DTN2LIR8DEW5S,bwgkgf,2025-11-15
SOVPFK3BBWKTQM9HOHWJ,3b1glx,2025-11-15
IDOFCO721HTJGDH7332G,912870,2025-11-15
5E325T5HYL61QSABVR5V,pkiww1,2025-11-15
LTRZRCI4M19WYVL6Q6L5,eb5fcp,2025-11-15
8C88YB6E8YCGWU07HA7A,5b0w5d,2025-11-15
EN1SA43DTN2LIR8DEW5S,0x1xvs,2025-11-15
K6Z0X85ZUY0TSF4RCG5J,hg40s4,2025-11-15
LTRZRCI4M19WYVL6Q6L5,786ew2,2025-11-15
8C88YB6E8YCGWU07HA7A,ro1cyv,2025-11-15
AK81O7W3KGPEN8LABG2N,59f9qj,2025-11-15
8C88YB6E8YCGWU07HA7A,7436n0,2025-11-15
LW045DVYSGRD75TK6U54,exo4et,2025-11-15
2WPF1NXECF3G6NUMWDO7,805ivg,2025-11-15
62FIK8F2YT8JSFDBLEC9,95h7or,2025-11-15
62FIK8F2YT8JSFDBLEC9,gvnno2,2025-11-15
OY5LNPB5A8FF43ITRZG3,h6bq7e,2025-11-15
KD9PHCBGYFBRI9ET1O9R,pbhusv,2025-11-15
IDOFCO721HTJGDH7332G,1stiwg,2025-11-15
6X20RDH567MX2X3TXYJ7,6ee4ay,2025-11-15
SOVPFK3BBWKTQM9HOHWJ,v24hu1,2025-11-15
Y0W3K7OV6ZLILW96OO3K,ghml2p,2025-11-15
LTRZRCI4M19WYVL6Q6L5,2988gl,2025-11-15
P41C5HK4P2G5GFRMT6ZA,bh9h1a,2025-11-15
GXLKAA83238FVRU718EX,0ftfvq,2025-11-15
IDOFCO721HTJGDH7332G,4x5403,2025-11-15
8C88YB6E8YCGWU07HA7A,erzbxg,2025-11-15
OY5LNPB5A8FF43ITRZG3,p0jxn2,2025-11-15
IDOFCO721HTJGDH7332G,9fzvb3,2025-11-15
LTRZRCI4M19WYVL6Q6L5,rurlw0,2025-11-15
GXLKAA83238FVRU718EX,yr9pud,2025-11-15
2WPF1NXECF3G6NUMWDO7,7sizf8,2025-11-15
GXLKAA83238FVRU718EX,ne30bo,2025-11-15
IDOFCO721HTJGDH7332G,09aor9,2025-11-15
8C88YB6E8YCGWU07HA7A,v2heoq,2025-11-15
OY5LNPB5A8FF43ITRZG3,y088r6,2025-11-15
M0LU6DCI1WILGQBZ6808,rrv5uy,2025-11-15
LTRZRCI4M19WYVL6Q6L5,k7qacb,2025-11-15
Y0W3K7OV6ZLILW96OO3K,oh4fwd,2025-11-15
K6Z0X85ZUY0TSF4RCG5J,a7m4pr,2025-11-15
AK81O7W3KGPEN8LABG2N,xxqest,2025-11-15
OAGTYWN8WFC997VLDJH7,nvnjhd,2025-11-15
6X20RDH567MX2X3TXYJ7,46bx7f,2025-11-15
8C88YB6E8YCGWU07HA7A,c2fltm,2025-11-15
5E325T5HYL61QSABVR5V,4bxb6f,2025-11-15
Y0W3K7OV6ZLILW96OO3K,er1ri9,2025-11-15
GXLKAA83238FVRU718EX,eume3j,2025-11-15
8C88YB6E8YCGWU07HA7A,3f7v55,2025-11-15
IDOFCO721HTJGDH7332G,9p0u9m,2025-11-15
8C88YB6E8YCGWU07HA7A,fqrt97,2025-11-15
8C88YB6E8YCGWU07HA7A,jndg6f,2025-11-15
AK81O7W3KGPEN8LABG2N,b9lvab,2025-11-15
Y0W3K7OV6ZLILW96OO3K,lr03qf,2025-11-15
IOBPI63RBJIHI5FB7U9O,hgpq4t,2025-11-15
LW045DVYSGRD75TK6U54,x3crfu,2025-11-15
KD9PHCBGYFBRI9ET1O9R,40qfw4,2025-11-15
KD9PHCBGYFBRI9ET1O9R,0n7w6c,2025-11-15
K6Z0X85ZUY0TSF4RCG5J,agfw4e,2025-11-15
LW045DVYSGRD75TK6U54,es4kkh,2025-11-15
LTRZRCI4M19WYVL6Q6L5,b6nkc2,2025-11-15
OY5LNPB5A8FF43ITRZG3,ox3x6n,2025-11-15
EN1SA43DTN2LIR8DEW5S,r7u33k,2025-11-15
LTRZRCI4M19WYVL6Q6L5,tucknv,2025-11-15
K6Z0X85ZUY0TSF4RCG5J,vdswcd,2025-11-15
8C88YB6E8YCGWU07HA7A,tp6qx9,2025-11-15
AK81O7W3KGPEN8LABG2N,9fx1rf,2025-11-15
IOBPI63RBJIHI5FB7U9O,kl6n8e,2025-11-15
EN1SA43DTN2LIR8DEW5S,wj217g,2025-11-15
OY5LNPB5A8FF43ITRZG3,kv2x1v,2025-11-15
SOVPFK3BBWKTQM9HOHWJ,vedvan,2025-11-15
2WPF1NXECF3G6NUMWDO7,w3yjck,2025-11-15
62FIK8F2YT8JSFDBLEC9,ih1owh,2025-11-15
M0LU6DCI1WILGQBZ6808,b66b0z,2025-11-15
M0LU6DCI1WILGQBZ6808,x57n42,2025-11-15
IDOFCO721HTJGDH7332G,f1mbh0,2025-11-15
6X20RDH567MX2X3TXYJ7,nc9x7k,2025-11-15
OAGTYWN8WFC997VLDJH7,q9qu0c,2025-11-15
GXLKAA83238FVRU718EX,bd0xdp,2025-11-15
LTRZRCI4M19WYVL6Q6L5,dm25c3,2025-11-15
IDOFCO721HTJGDH7332G,9p0u9m,2025-11-15
IOBPI63RBJIHI5FB7U9O,6xiyqw,2025-11-15
5E325T5HYL61QSABVR5V,9hl7st,2025-11-15
P41C5HK4P2G5GFRMT6ZA,0mqmxl,2025-11-15
IDOFCO721HTJGDH7332G,knxl52,2025-11-15
K6Z0X85ZUY0TSF4RCG5J,nr159a,2025-11-15
62FIK8F2YT8JSFDBLEC9,ektrp8,2025-11-15
5E325T5HYL61QSABVR5V,9qqc2n,2025-11-15
P41C5HK4P2G5GFRMT6ZA,5zj8y3,2025-11-15
5E325T5HYL61QSABVR5V,pwb09v,2025-11-15
K6Z0X85ZUY0TSF4RCG5J,l3smy7,2025-11-15
62FIK8F2YT8JSFDBLEC9,rfe8nl,2025-11-15
K6Z0X85ZUY0TSF4RCG5J,5x4gnl,2025-11-15
LTRZRCI4M19WYVL6Q6L5,s9npxz,2025-11-15
5E325T5HYL61QSABVR5V,noy4op,2025-11-15
M0LU6DCI1WILGQBZ6808,6h2ypv,2025-11-15
EN1SA43DTN2LIR8DEW5S,ka055d,2025-11-15
P41C5HK4P2G5GFRMT6ZA,ib0buv,2025-11-15
OAGTYWN8WFC997VLDJH7,w5whka,2025-11-15
KD9PHCBGYFBRI9ET1O9R,wpuzi6,2025-11-15
LTRZRCI4M19WYVL6Q6L5,z9594q,2025-11-15
SOVPFK3BBWKTQM9HOHWJ,f00j3c,2025-11-15
EN1SA43DTN2LIR8DEW5S,6gk5f5,2025-11-15
5E325T5HYL61QSABVR5V,9hl7st,2025-11-15
GXLKAA83238FVRU718EX,nbpuj4,2025-11-15
5E325T5HYL61QSABVR5V,pqv6p0,2025-11-15
OY5LNPB5A8FF43ITRZG3,knjqzc,2025-11-15
KD9PHCBGYFBRI9ET1O9R,zbrq21,2025-11-15
62FIK8F2YT8JSFDBLEC9,ws5vfl,2025-11-15
AK81O7W3KGPEN8LABG2N,cd7lji,2025-11-15
Y0W3K7OV6ZLILW96OO3K,httzlm,2025-11-15
GXLKAA83238FVRU718EX,u1ipbf,2025-11-15
5E325T5HYL61QSABVR5V,htd40c,2025-11-15
EN1SA43DTN2LIR8DEW5S,emya2u,2025-11-15
5E325T5HYL61QSABVR5V,zmw8c8,2025-11-15
M0LU6DCI1WILGQBZ6808,cbrx15,2025-11-15
IOBPI63RBJIHI5FB7U9O,1ey5jh,2025-11-15
6X20RDH567MX2X3TXYJ7,85g6oi,2025-11-15
GXLKAA83238FVRU718EX,1gerzh,2025-11-15
M0LU6DCI1WILGQBZ6808,6gltaw,2025-11-15
SOVPFK3BBWKTQM9HOHWJ,ofym43,2025-11-15
Y0W3K7OV6ZLILW96OO3K,lb4jrs,2025-11-15
LTRZRCI4M19WYVL6Q6L5,mh4v7w,2025-11-15
GXLKAA83238FVRU718EX,ydglo4,2025-11-15
8C88YB6E8YCGWU07HA7A,ro1cyv,2025-11-15
62FIK8F2YT8JSFDBLEC9,cpr5bw,2025-11-15
LW045DVYSGRD75TK6U54,46205j,2025-11-15
