advertiser_id,product_id,views
LW045DVYSGRD75TK6U54,jgiuqn,54
LW045DVYSGRD75TK6U54,ymxqf6,54
LW045DVYSGRD75TK6U54,tm8tfr,53
LW045DVYSGRD75TK6U54,afwtsw,51
LW045DVYSGRD75TK6U54,kw3xu7,51
LW045DVYSGRD75TK6U54,p770x6,51
LW045DVYSGRD75TK6U54,ijncq2,50
LW045DVYSGRD75TK6U54,zhon08,50
LW045DVYSGRD75TK6U54,3fe5ij,49
LW045DVYSGRD75TK6U54,3ijev0,48
LW045DVYSGRD75TK6U54,nthicm,48
LW045DVYSGRD75TK6U54,139cpf,47
LW045DVYSGRD75TK6U54,i0qgez,47
LW045DVYSGRD75TK6U54,isu1fp,47
LW045DVYSGRD75TK6U54,o0hlcj,47
LW045DVYSGRD75TK6U54,2bx2zk,46
LW045DVYSGRD75TK6U54,ns6tzn,46
LW045DVYSGRD75TK6U54,1mlwn4,45
M0LU6DCI1WILGQBZ6808,2db6t3,55
M0LU6DCI1WILGQBZ6808,2di367,54
M0LU6DCI1WILGQBZ6808,jnc0wy,53
M0LU6DCI1WILGQBZ6808,4rzvrf,52
M0LU6DCI1WILGQBZ6808,xncmtb,51
M0LU6DCI1WILGQBZ6808,f7i8u5,50
M0LU6DCI1WILGQBZ6808,6h2ypv,49
M0LU6DCI1WILGQBZ6808,qcu3ws,49
M0LU6DCI1WILGQBZ6808,w6v0bb,49
M0LU6DCI1WILGQBZ6808,oueznu,48
M0LU6DCI1WILGQBZ6808,2vjs3s,47
M0LU6DCI1WILGQBZ6808,65azak,47
M0LU6DCI1WILGQBZ6808,85wx9r,47
M0LU6DCI1WILGQBZ6808,snkql0,47
M0LU6DCI1WILGQBZ6808,tegqan,47
M0LU6DCI1WILGQBZ6808,vviuxu,47
M0LU6DCI1WILGQBZ6808,2adoor,46
M0LU6DCI1WILGQBZ6808,5jx14f,46
M0LU6DCI1WILGQBZ6808,aakvj0,46
M0LU6DCI1WILGQBZ6808,bjxh8k,46
OAGTYWN8WFC997VLDJH7,p0nex1,60
OAGTYWN8WFC997VLDJH7,pw5nnt,55
OAGTYWN8WFC997VLDJH7,xw4mv6,55
OAGTYWN8WFC997VLDJH7,1c27z6,50
OAGTYWN8WFC997VLDJH7,2acwiu,50
OAGTYWN8WFC997VLDJH7,cvada8,50
OAGTYWN8WFC997VLDJH7,lhvizn,50
OAGTYWN8WFC997VLDJH7,m5ichl,48
OAGTYWN8WFC997VLDJH7,w5whka,48
OAGTYWN8WFC997VLDJH7,xnyapp,48
OAGTYWN8WFC997VLDJH7,0ilgbw,47
OAGTYWN8WFC997VLDJH7,2pjd97,47
OAGTYWN8WFC997VLDJH7,5ynwpt,47
OAGTYWN8WFC997VLDJH7,btuhk7,47
OAGTYWN8WFC997VLDJH7,hpknaf,47
OAGTYWN8WFC997VLDJH7,x1l0jz,47
OAGTYWN8WFC997VLDJH7,0ybb5m,46
OAGTYWN8WFC997VLDJH7,rxx01j,46
OAGTYWN8WFC997VLDJH7,wnhmbt,46
OAGTYWN8WFC997VLDJH7,2xqiqa,45
OY5LNPB5A8FF43ITRZG3,usjwrm,58
OY5LNPB5A8FF43ITRZG3,acdq9q,54
OY5LNPB5A8FF43ITRZG3,tflliv,54
OY5LNPB5A8FF43ITRZG3,zw152r,53
OY5LNPB5A8FF43ITRZG3,jgk9et,52
OY5LNPB5A8FF43ITRZG3,4pambt,51
OY5LNPB5A8FF43ITRZG3,dgoroo,51
OY5LNPB5A8FF43ITRZG3,37qzou,50
OY5LNPB5A8FF43ITRZG3,tll3s0,49
OY5LNPB5A8FF43ITRZG3,7d4tc0,48
OY5LNPB5A8FF43ITRZG3,7sioap,48
OY5LNPB5A8FF43ITRZG3,bgpa00,48
OY5LNPB5A8FF43ITRZG3,vjhki6,48
OY5LNPB5A8FF43ITRZG3,1w06mn,47
OY5LNPB5A8FF43ITRZG3,3kuvgz,47
OY5LNPB5A8FF43ITRZG3,34e7os,46
OY5LNPB5A8FF43ITRZG3,3hsjkp,46
OY5LNPB5A8FF43ITRZG3,d6etln,46
OY5LNPB5A8FF43ITRZG3,6utf2c,45
OY5LNPB5A8FF43ITRZG3,93pozh,45
P41C5HK4P2G5GFRMT6ZA,g8ge1g,59
P41C5HK4P2G5GFRMT6ZA,6q0q3i,56
P41C5HK4P2G5GFRMT6ZA,oytucv,56
P41C5HK4P2G5GFRMT6ZA,jq8ld9,53
P41C5HK4P2G5GFRMT6ZA,sld4yf,53
P41C5HK4P2G5GFRMT6ZA,h0lp4d,52
P41C5HK4P2G5GFRMT6ZA,6297ov,51
P41C5HK4P2G5GFRMT6ZA,nceyxz,51
P41C5HK4P2G5GFRMT6ZA,2jp0ee,50
P41C5HK4P2G5GFRMT6ZA,2t9l0j,48
P41C5HK4P2G5GFRMT6ZA,8huvrw,48
P41C5HK4P2G5GFRMT6ZA,lgl3od,48
P41C5HK4P2G5GFRMT6ZA,6j1irk,47
P41C5HK4P2G5GFRMT6ZA,q4nqfb,47
P41C5HK4P2G5GFRMT6ZA,rho0gy,47
P41C5HK4P2G5GFRMT6ZA,scbusm,47
P41C5HK4P2G5GFRMT6ZA,y0l8k3,47
P41C5HK4P2G5GFRMT6ZA,b86y0j,45
P41C5HK4P2G5GFRMT6ZA,mpf7s6,45
P41C5HK4P2G5GFRMT6ZA,oufl3s,45
SOVPFK3BBWKTQM9HOHWJ,xxc3zn,59
SOVPFK3BBWKTQM9HOHWJ,f00j3c,53
SOVPFK3BBWKTQM9HOHWJ,odw4nw,52
SOVPFK3BBWKTQM9HOHWJ,q15do6,52
SOVPFK3BBWKTQM9HOHWJ,q6g402,51
SOVPFK3BBWKTQM9HOHWJ,whqftd,51
SOVPFK3BBWKTQM9HOHWJ,mg3tnw,49
SOVPFK3BBWKTQM9HOHWJ,qks5un,49
SOVPFK3BBWKTQM9HOHWJ,2dhydo,48
SOVPFK3BBWKTQM9HOHWJ,4f55gk,48
SOVPFK3BBWKTQM9HOHWJ,73k7gz,48
SOVPFK3BBWKTQM9HOHWJ,c2n98t,48
SOVPFK3BBWKTQM9HOHWJ,f99ax7,48
SOVPFK3BBWKTQM9HOHWJ,j7ua0b,48
SOVPFK3BBWKTQM9HOHWJ,oocfg0,48
SOVPFK3BBWKTQM9HOHWJ,iii41j,47
SOVPFK3BBWKTQM9HOHWJ,ilu1sc,47
SOVPFK3BBWKTQM9HOHWJ,7wubsu,46
SOVPFK3BBWKTQM9HOHWJ,0zydzi,45
SOVPFK3BBWKTQM9HOHWJ,sc0smc,45
Y0W3K7OV6ZLILW96OO3K,1ktxe9,55
Y0W3K7OV6ZLILW96OO3K,er1ri9,55
Y0W3K7OV6ZLILW96OO3K,rnyhun,54
Y0W3K7OV6ZLILW96OO3K,v5eigl,54
Y0W3K7OV6ZLILW96OO3K,7kbzkz,52
Y0W3K7OV6ZLILW96OO3K,if7i0q,52
Y0W3K7OV6ZLILW96OO3K,qb5pji,52
Y0W3K7OV6ZLILW96OO3K,744bsj,50
Y0W3K7OV6ZLILW96OO3K,ixup0m,50
Y0W3K7OV6ZLILW96OO3K,q8873z,50
Y0W3K7OV6ZLILW96OO3K,ipebka,49
Y0W3K7OV6ZLILW96OO3K,kvhc5r,49
Y0W3K7OV6ZLILW96OO3K,4iwb4e,48
Y0W3K7OV6ZLILW96OO3K,9p5569,48
Y0W3K7OV6ZLILW96OO3K,g6j4w0,48
Y0W3K7OV6ZLILW96OO3K,qi23p1,48
Y0W3K7OV6ZLILW96OO3K,66gdfn,47
Y0W3K7OV6ZLILW96OO3K,zxfkn9,47
Y0W3K7OV6ZLILW96OO3K,fpqozc,46
Y0W3K7OV6ZLILW96OO3K,o2gccl,46
