advertiser_id,product_id,click,impression,ctr
62FIK8F2YT8JSFDBLEC9,fc50gi,1,34,0.029411764705882353
62FIK8F2YT8JSFDBLEC9,dslu5o,1,37,0.02702702702702703
62FIK8F2YT8JSFDBLEC9,k3h605,1,37,0.02702702702702703
62FIK8F2YT8JSFDBLEC9,spv9n5,1,37,0.02702702702702703
62FIK8F2YT8JSFDBLEC9,1jvqaq,1,38,0.02631578947368421
62FIK8F2YT8JSFDBLEC9,hwii82,1,38,0.02631578947368421
62FIK8F2YT8JSFDBLEC9,d1vhmm,1,39,0.02564102564102564
62FIK8F2YT8JSFDBLEC9,ektrp8,1,39,0.02564102564102564
62FIK8F2YT8JSFDBLEC9,dssy07,1,40,0.025
62FIK8F2YT8JSFDBLEC9,ih1owh,1,40,0.025
6X20RDH567MX2X3TXYJ7,74jdm3,3,36,0.08333333333333333
6X20RDH567MX2X3TXYJ7,wjicrt,3,36,0.08333333333333333
6X20RDH567MX2X3TXYJ7,bd8jm6,2,30,0.06666666666666667
6X20RDH567MX2X3TXYJ7,g39i0s,2,32,0.0625
6X20RDH567MX2X3TXYJ7,rlkxot,2,34,0.058823529411764705
6X20RDH567MX2X3TXYJ7,b9kfv0,2,38,0.05263157894736842
6X20RDH567MX2X3TXYJ7,46bx7f,2,39,0.05128205128205128
6X20RDH567MX2X3TXYJ7,vr2n94,2,39,0.05128205128205128
6X20RDH567MX2X3TXYJ7,kefio1,2,45,0.044444444444444446
6X20RDH567MX2X3TXYJ7,9wkjtt,1,27,0.037037037037037035
6X20RDH567MX2X3TXYJ7,ee9fva,1,29,0.034482758620689655
6X20RDH567MX2X3TXYJ7,hwm12w,1,30,0.03333333333333333
6X20RDH567MX2X3TXYJ7,3o5tyo,1,31,0.03225806451612903
6X20RDH567MX2X3TXYJ7,za3qgj,1,31,0.03225806451612903
6X20RDH567MX2X3TXYJ7,kcy4nn,1,33,0.030303030303030304
6X20RDH567MX2X3TXYJ7,1z4ugy,1,34,0.029411764705882353
6X20RDH567MX2X3TXYJ7,d7rgfp,1,35,0.02857142857142857
6X20RDH567MX2X3TXYJ7,5drttp,1,36,0.027777777777777776
6X20RDH567MX2X3TXYJ7,enetly,1,36,0.027777777777777776
6X20RDH567MX2X3TXYJ7,7ers2m,1,37,0.02702702702702703
8C88YB6E8YCGWU07HA7A,bcoyek,3,45,0.06666666666666667
8C88YB6E8YCGWU07HA7A,ykm1y9,2,33,0.06060606060606061
8C88YB6E8YCGWU07HA7A,6234qb,2,36,0.05555555555555555
8C88YB6E8YCGWU07HA7A,jy0f5p,2,36,0.05555555555555555
8C88YB6E8YCGWU07HA7A,t0z4jp,2,37,0.05405405405405406
8C88YB6E8YCGWU07HA7A,1lkljp,2,42,0.047619047619047616
8C88YB6E8YCGWU07HA7A,jsug33,1,33,0.030303030303030304
8C88YB6E8YCGWU07HA7A,kczdli,1,33,0.030303030303030304
8C88YB6E8YCGWU07HA7A,m80sug,1,34,0.029411764705882353
8C88YB6E8YCGWU07HA7A,n3fi2a,1,34,0.029411764705882353
8C88YB6E8YCGWU07HA7A,86k0ty,1,36,0.027777777777777776
8C88YB6E8YCGWU07HA7A,8zjv7w,1,36,0.027777777777777776
8C88YB6E8YCGWU07HA7A,lfiesq,1,36,0.027777777777777776
8C88YB6E8YCGWU07HA7A,wwwd6z,1,36,0.027777777777777776
8C88YB6E8YCGWU07HA7A,w1nexa,1,38,0.02631578947368421
8C88YB6E8YCGWU07HA7A,co4zwc,1,40,0.025
8C88YB6E8YCGWU07HA7A,xvqkxw,1,41,0.024390243902439025
8C88YB6E8YCGWU07HA7A,mqlyg3,1,42,0.023809523809523808
8C88YB6E8YCGWU07HA7A,gwbkag,1,43,0.023255813953488372
8C88YB6E8YCGWU07HA7A,q9x59n,1,44,0.022727272727272728
AK81O7W3KGPEN8LABG2N,e0rj56,3,35,0.08571428571428572
AK81O7W3KGPEN8LABG2N,secrcs,2,28,0.07142857142857142
AK81O7W3KGPEN8LABG2N,kp1ptu,3,43,0.06976744186046512
AK81O7W3KGPEN8LABG2N,bxn6b3,3,46,0.06521739130434782
AK81O7W3KGPEN8LABG2N,75w4gi,2,33,0.06060606060606061
AK81O7W3KGPEN8LABG2N,iu5tp1,2,33,0.06060606060606061
AK81O7W3KGPEN8LABG2N,wcq4h6,2,33,0.06060606060606061
AK81O7W3KGPEN8LABG2N,206qg3,2,42,0.047619047619047616
AK81O7W3KGPEN8LABG2N,ktbn1j,2,45,0.044444444444444446
AK81O7W3KGPEN8LABG2N,4xwp1v,1,28,0.03571428571428571
AK81O7W3KGPEN8LABG2N,jq0jbw,1,30,0.03333333333333333
AK81O7W3KGPEN8LABG2N,y7ys42,1,30,0.03333333333333333
AK81O7W3KGPEN8LABG2N,3bnqsp,1,35,0.02857142857142857
AK81O7W3KGPEN8LABG2N,n2xbc4,1,35,0.02857142857142857
AK81O7W3KGPEN8LABG2N,fdgc0d,1,37,0.02702702702702703
AK81O7W3KGPEN8LABG2N,gbodqb,1,37,0.02702702702702703
AK81O7W3KGPEN8LABG2N,vu0lb3,1,37,0.02702702702702703
AK81O7W3KGPEN8LABG2N,jo72g4,1,38,0.02631578947368421
AK81O7W3KGPEN8LABG2N,nbejl7,1,38,0.02631578947368421
AK81O7W3KGPEN8LABG2N,3chn8i,1,39,0.02564102564102564
EN1SA43DTN2LIR8DEW5S,ccw4bg,4,35,0.11428571428571428
EN1SA43DTN2LIR8DEW5S,1wfq9r,3,41,0.07317073170731707
EN1SA43DTN2LIR8DEW5S,3lu35j,3,41,0.07317073170731707
EN1SA43DTN2LIR8DEW5S,ozsb5j,2,34,0.058823529411764705
EN1SA43DTN2LIR8DEW5S,hzgf9w,2,40,0.05
EN1SA43DTN2LIR8DEW5S,2uqhzn,2,41,0.04878048780487805
EN1SA43DTN2LIR8DEW5S,v6e38h,2,41,0.04878048780487805
EN1SA43DTN2LIR8DEW5S,mgc59o,2,46,0.043478260869565216
EN1SA43DTN2LIR8DEW5S,7pc783,2,47,0.0425531914893617
EN1SA43DTN2LIR8DEW5S,dw2wro,2,54,0.037037037037037035
EN1SA43DTN2LIR8DEW5S,6021z5,1,34,0.029411764705882353
EN1SA43DTN2LIR8DEW5S,e5w4jb,1,36,0.027777777777777776
EN1SA43DTN2LIR8DEW5S,tbgi7k,1,36,0.027777777777777776
EN1SA43DTN2LIR8DEW5S,tbfqvr,1,37,0.02702702702702703
EN1SA43DTN2LIR8DEW5S,xdz4zv,1,37,0.02702702702702703
EN1SA43DTN2LIR8DEW5S,yeoj2v,1,37,0.02702702702702703
EN1SA43DTN2LIR8DEW5S,emya2u,1,38,0.02631578947368421
EN1SA43DTN2LIR8DEW5S,lz784w,1,38,0.02631578947368421
EN1SA43DTN2LIR8DEW5S,xt8kfu,1,38,0.02631578947368421
EN1SA43DTN2LIR8DEW5S,k0bd5a,1,39,0.02564102564102564
GXLKAA83238FVRU718EX,iuwpz8,2,29,0.06896551724137931
GXLKAA83238FVRU718EX,wheis5,2,40,0.05
GXLKAA83238FVRU718EX,yr9pud,2,41,0.04878048780487805
GXLKAA83238FVRU718EX,6em8eh,2,44,0.045454545454545456
GXLKAA83238FVRU718EX,obvkgm,1,23,0.043478260869565216
GXLKAA83238FVRU718EX,5gf94k,1,26,0.038461538461538464
GXLKAA83238FVRU718EX,ez1fk0,1,29,0.034482758620689655
GXLKAA83238FVRU718EX,7k57e9,1,30,0.03333333333333333
GXLKAA83238FVRU718EX,kfyqwm,1,32,0.03125
GXLKAA83238FVRU718EX,6ejrk7,1,33,0.030303030303030304
GXLKAA83238FVRU718EX,i2oj0g,1,33,0.030303030303030304
GXLKAA83238FVRU718EX,vz6wbl,1,33,0.030303030303030304
GXLKAA83238FVRU718EX,kjrtwu,1,35,0.02857142857142857
GXLKAA83238FVRU718EX,57lqdh,1,36,0.027777777777777776
GXLKAA83238FVRU718EX,6j2s9z,1,36,0.027777777777777776
GXLKAA83238FVRU718EX,f3wol2,1,36,0.027777777777777776
GXLKAA83238FVRU718EX,lgue5i,1,36,0.027777777777777776
GXLKAA83238FVRU718EX,xw2x6o,1,36,0.027777777777777776
GXLKAA83238FVRU718EX,dpqkvw,1,37,0.02702702702702703
GXLKAA83238FVRU718EX,h5392m,1,37,0.02702702702702703
IDOFCO721HTJGDH7332G,kux6c4,2,32,0.0625
IDOFCO721HTJGDH7332G,uz6mwe,2,34,0.058823529411764705
IDOFCO721HTJGDH7332G,u5k73f,2,43,0.046511627906976744
IDOFCO721HTJGDH7332G,wpsx4z,2,50,0.04
IDOFCO721HTJGDH7332G,a85kb3,2,51,0.0392156862745098
IDOFCO721HTJGDH7332G,6r9sgw,1,26,0.038461538461538464
IDOFCO721HTJGDH7332G,f1tpkm,1,28,0.03571428571428571
IDOFCO721HTJGDH7332G,knxl52,1,30,0.03333333333333333
IDOFCO721HTJGDH7332G,hiuhwm,1,31,0.03225806451612903
IDOFCO721HTJGDH7332G,0z7gam,1,32,0.03125
IDOFCO721HTJGDH7332G,31g3uj,1,32,0.03125
IDOFCO721HTJGDH7332G,f4skmk,1,33,0.030303030303030304
IDOFCO721HTJGDH7332G,ccpzwi,1,34,0.029411764705882353
IDOFCO721HTJGDH7332G,w7kmb5,1,34,0.029411764705882353
IDOFCO721HTJGDH7332G,u735wj,1,35,0.02857142857142857
IDOFCO721HTJGDH7332G,9p0u9m,1,36,0.027777777777777776
IDOFCO721HTJGDH7332G,nhirnc,1,36,0.027777777777777776
IDOFCO721HTJGDH7332G,5hqe5v,1,37,0.02702702702702703
IDOFCO721HTJGDH7332G,5c72vt,1,38,0.02631578947368421
IDOFCO721HTJGDH7332G,i8oip0,1,38,0.02631578947368421
IOBPI63RBJIHI5FB7U9O,2phdn9,3,39,0.07692307692307693
IOBPI63RBJIHI5FB7U9O,e7dyf4,3,44,0.06818181818181818
IOBPI63RBJIHI5FB7U9O,ldn7bk,2,31,0.06451612903225806
IOBPI63RBJIHI5FB7U9O,5rsuey,2,37,0.05405405405405406
IOBPI63RBJIHI5FB7U9O,ul0wsx,1,24,0.041666666666666664
IOBPI63RBJIHI5FB7U9O,81an2b,2,49,0.04081632653061224
IOBPI63RBJIHI5FB7U9O,hgpq4t,2,50,0.04
IOBPI63RBJIHI5FB7U9O,746l38,1,26,0.038461538461538464
IOBPI63RBJIHI5FB7U9O,kl6n8e,1,27,0.037037037037037035
IOBPI63RBJIHI5FB7U9O,u34sqr,1,29,0.034482758620689655
IOBPI63RBJIHI5FB7U9O,0kre8o,1,32,0.03125
IOBPI63RBJIHI5FB7U9O,zjwwl3,1,33,0.030303030303030304
IOBPI63RBJIHI5FB7U9O,fvg640,1,34,0.029411764705882353
IOBPI63RBJIHI5FB7U9O,cmfd7a,1,35,0.02857142857142857
IOBPI63RBJIHI5FB7U9O,xmqb3k,1,35,0.02857142857142857
IOBPI63RBJIHI5FB7U9O,1vhym6,1,37,0.02702702702702703
IOBPI63RBJIHI5FB7U9O,mx2p3y,1,41,0.024390243902439025
IOBPI63RBJIHI5FB7U9O,xudqin,1,42,0.023809523809523808
IOBPI63RBJIHI5FB7U9O,yel7kk,1,42,0.023809523809523808
IOBPI63RBJIHI5FB7U9O,jvezns,1,43,0.023255813953488372
K6Z0X85ZUY0TSF4RCG5J,rdrbw2,3,39,0.07692307692307693
K6Z0X85ZUY0TSF4RCG5J,fqt9x1,3,43,0.06976744186046512
K6Z0X85ZUY0TSF4RCG5J,qeam0z,2,34,0.058823529411764705
K6Z0X85ZUY0TSF4RCG5J,jknil7,2,42,0.047619047619047616
K6Z0X85ZUY0TSF4RCG5J,l3smy7,2,46,0.043478260869565216
K6Z0X85ZUY0TSF4RCG5J,4ii2l1,1,28,0.03571428571428571
K6Z0X85ZUY0TSF4RCG5J,b21xr8,1,28,0.03571428571428571
K6Z0X85ZUY0TSF4RCG5J,9eec36,1,35,0.02857142857142857
K6Z0X85ZUY0TSF4RCG5J,juivdm,1,35,0.02857142857142857
K6Z0X85ZUY0TSF4RCG5J,z4zet3,1,35,0.02857142857142857
K6Z0X85ZUY0TSF4RCG5J,cllpem,1,36,0.027777777777777776
K6Z0X85ZUY0TSF4RCG5J,zy2hpv,1,36,0.027777777777777776
K6Z0X85ZUY0TSF4RCG5J,cvlsms,1,37,0.02702702702702703
K6Z0X85ZUY0TSF4RCG5J,6jwq11,1,38,0.02631578947368421
K6Z0X85ZUY0TSF4RCG5J,c0scz0,1,38,0.02631578947368421
K6Z0X85ZUY0TSF4RCG5J,wwzjna,1,38,0.02631578947368421
K6Z0X85ZUY0TSF4RCG5J,yoxfpd,1,38,0.02631578947368421
K6Z0X85ZUY0TSF4RCG5J,4laamu,1,39,0.02564102564102564
K6Z0X85ZUY0TSF4RCG5J,fm4ipk,1,39,0.02564102564102564
K6Z0X85ZUY0TSF4RCG5J,8if05i,1,42,0.023809523809523808
KD9PHCBGYFBRI9ET1O9R,dhws5i,2,38,0.05263157894736842
KD9PHCBGYFBRI9ET1O9R,gmgbcn,2,38,0.05263157894736842
KD9PHCBGYFBRI9ET1O9R,q90f5s,2,39,0.05128205128205128
KD9PHCBGYFBRI9ET1O9R,60mskh,1,21,0.047619047619047616
KD9PHCBGYFBRI9ET1O9R,hq6knq,2,45,0.044444444444444446
KD9PHCBGYFBRI9ET1O9R,8l596a,2,46,0.043478260869565216
KD9PHCBGYFBRI9ET1O9R,40qfw4,1,28,0.03571428571428571
KD9PHCBGYFBRI9ET1O9R,yvirxs,1,28,0.03571428571428571
KD9PHCBGYFBRI9ET1O9R,aosbxv,1,31,0.03225806451612903
KD9PHCBGYFBRI9ET1O9R,dm4utw,1,31,0.03225806451612903
KD9PHCBGYFBRI9ET1O9R,vdp1d2,1,32,0.03125
KD9PHCBGYFBRI9ET1O9R,iunc66,1,34,0.029411764705882353
KD9PHCBGYFBRI9ET1O9R,2c1qe9,1,36,0.027777777777777776
KD9PHCBGYFBRI9ET1O9R,5putin,1,36,0.027777777777777776
KD9PHCBGYFBRI9ET1O9R,igp6ou,1,37,0.02702702702702703
KD9PHCBGYFBRI9ET1O9R,3xrxgz,1,39,0.02564102564102564
KD9PHCBGYFBRI9ET1O9R,kxo57g,1,39,0.02564102564102564
KD9PHCBGYFBRI9ET1O9R,847h5q,1,40,0.025
KD9PHCBGYFBRI9ET1O9R,frqfe4,1,40,0.025
KD9PHCBGYFBRI9ET1O9R,mq92kf,1,40,0.025
LTRZRCI4M19WYVL6Q6L5,1agpfl,3,37,0.08108108108108109
LTRZRCI4M19WYVL6Q6L5,c25w0k,3,41,0.07317073170731707
LTRZRCI4M19WYVL6Q6L5,cf1etn,2,38,0.05263157894736842
LTRZRCI4M19WYVL6Q6L5,hfpwkq,2,38,0.05263157894736842
LTRZRCI4M19WYVL6Q6L5,3evhfu,2,40,0.05
LTRZRCI4M19WYVL6Q6L5,8nagzq,2,42,0.047619047619047616
LTRZRCI4M19WYVL6Q6L5,gbruby,2,43,0.046511627906976744
LTRZRCI4M19WYVL6Q6L5,rl1d4z,2,50,0.04
LTRZRCI4M19WYVL6Q6L5,uts4me,1,25,0.04
LTRZRCI4M19WYVL6Q6L5,c0rddk,1,30,0.03333333333333333
LTRZRCI4M19WYVL6Q6L5,6moska,1,34,0.029411764705882353
LTRZRCI4M19WYVL6Q6L5,ok8yl1,1,34,0.029411764705882353
LTRZRCI4M19WYVL6Q6L5,2988gl,1,35,0.02857142857142857
LTRZRCI4M19WYVL6Q6L5,9ax13p,1,35,0.02857142857142857
LTRZRCI4M19WYVL6Q6L5,kxy963,1,35,0.02857142857142857
LTRZRCI4M19WYVL6Q6L5,plehq0,1,36,0.027777777777777776
LTRZRCI4M19WYVL6Q6L5,ucaaxr,1,36,0.027777777777777776
LTRZRCI4M19WYVL6Q6L5,9te6e2,1,37,0.02702702702702703
LTRZRCI4M19WYVL6Q6L5,d3nam2,1,37,0.02702702702702703
LTRZRCI4M19WYVL6Q6L5,hu1y1n,1,37,0.02702702702702703
LW045DVYSGRD75TK6U54,5en58l,2,31,0.06451612903225806
LW045DVYSGRD75TK6U54,isu1fp,2,40,0.05
LW045DVYSGRD75TK6U54,sy786y,2,40,0.05
LW045DVYSGRD75TK6U54,u8hg9y,1,26,0.038461538461538464
LW045DVYSGRD75TK6U54,ydqm8y,1,27,0.037037037037037035
LW045DVYSGRD75TK6U54,zhon08,1,28,0.03571428571428571
LW045DVYSGRD75TK6U54,gc03de,1,31,0.03225806451612903
LW045DVYSGRD75TK6U54,s9v8xc,1,33,0.030303030303030304
LW045DVYSGRD75TK6U54,xsrk9u,1,33,0.030303030303030304
LW045DVYSGRD75TK6U54,mxovzl,1,34,0.029411764705882353
LW045DVYSGRD75TK6U54,s4m53i,1,34,0.029411764705882353
LW045DVYSGRD75TK6U54,e9cu5g,1,35,0.02857142857142857
LW045DVYSGRD75TK6U54,ljtu7j,1,35,0.02857142857142857
LW045DVYSGRD75TK6U54,p770x6,1,35,0.02857142857142857
LW045DVYSGRD75TK6U54,g4kx7j,1,36,0.027777777777777776
LW045DVYSGRD75TK6U54,mhvv97,1,36,0.027777777777777776
LW045DVYSGRD75TK6U54,ns6tzn,1,36,0.027777777777777776
LW045DVYSGRD75TK6U54,4714ya,1,37,0.02702702702702703
LW045DVYSGRD75TK6U54,i0qgez,1,37,0.02702702702702703
LW045DVYSGRD75TK6U54,1xrx25,1,38,0.02631578947368421
M0LU6DCI1WILGQBZ6808,5jx14f,2,37,0.05405405405405406
M0LU6DCI1WILGQBZ6808,rh3vqa,2,38,0.05263157894736842
M0LU6DCI1WILGQBZ6808,f7i8u5,2,40,0.05
M0LU6DCI1WILGQBZ6808,e2i1s3,2,42,0.047619047619047616
M0LU6DCI1WILGQBZ6808,nh8ozd,2,42,0.047619047619047616
M0LU6DCI1WILGQBZ6808,z4xlup,2,47,0.0425531914893617
M0LU6DCI1WILGQBZ6808,hkv6c8,2,51,0.0392156862745098
M0LU6DCI1WILGQBZ6808,18ifef,1,31,0.03225806451612903
M0LU6DCI1WILGQBZ6808,nb7488,1,31,0.03225806451612903
M0LU6DCI1WILGQBZ6808,fefhb0,1,33,0.030303030303030304
M0LU6DCI1WILGQBZ6808,49e3oz,1,34,0.029411764705882353
M0LU6DCI1WILGQBZ6808,h7ikds,1,34,0.029411764705882353
M0LU6DCI1WILGQBZ6808,oueznu,1,35,0.02857142857142857
M0LU6DCI1WILGQBZ6808,rrv5uy,1,35,0.02857142857142857
M0LU6DCI1WILGQBZ6808,6h2ypv,1,36,0.027777777777777776
M0LU6DCI1WILGQBZ6808,5gjldu,1,37,0.02702702702702703
M0LU6DCI1WILGQBZ6808,ag37jk,1,37,0.02702702702702703
M0LU6DCI1WILGQBZ6808,snkql0,1,37,0.02702702702702703
M0LU6DCI1WILGQBZ6808,1vbx1w,1,38,0.02631578947368421
M0LU6DCI1WILGQBZ6808,ff5syj,1,38,0.02631578947368421
OAGTYWN8WFC997VLDJH7,5g6zwf,3,33,0.09090909090909091
OAGTYWN8WFC997VLDJH7,mf4ovp,3,42,0.07142857142857142
OAGTYWN8WFC997VLDJH7,tck5a8,2,30,0.06666666666666667
OAGTYWN8WFC997VLDJH7,8wrysl,2,38,0.05263157894736842
OAGTYWN8WFC997VLDJH7,ht90ka,2,45,0.044444444444444446
OAGTYWN8WFC997VLDJH7,w5whka,1,28,0.03571428571428571
OAGTYWN8WFC997VLDJH7,lw6fok,1,31,0.03225806451612903
OAGTYWN8WFC997VLDJH7,47707b,1,32,0.03125
OAGTYWN8WFC997VLDJH7,a29avi,1,32,0.03125
OAGTYWN8WFC997VLDJH7,lm3x4x,1,32,0.03125
OAGTYWN8WFC997VLDJH7,p0nex1,1,32,0.03125
OAGTYWN8WFC997VLDJH7,7y8elo,1,33,0.030303030303030304
OAGTYWN8WFC997VLDJH7,huio2p,1,33,0.030303030303030304
OAGTYWN8WFC997VLDJH7,rxx01j,1,33,0.030303030303030304
OAGTYWN8WFC997VLDJH7,cvada8,1,34,0.029411764705882353
OAGTYWN8WFC997VLDJH7,z5odon,1,34,0.029411764705882353
OAGTYWN8WFC997VLDJH7,5ddp2f,1,35,0.02857142857142857
OAGTYWN8WFC997VLDJH7,ub1u18,1,35,0.02857142857142857
OAGTYWN8WFC997VLDJH7,7iaugr,1,36,0.027777777777777776
OAGTYWN8WFC997VLDJH7,q80d56,1,36,0.027777777777777776
OY5LNPB5A8FF43ITRZG3,reomya,2,32,0.0625
OY5LNPB5A8FF43ITRZG3,ev95b1,2,35,0.05714285714285714
OY5LNPB5A8FF43ITRZG3,dgoroo,2,40,0.05
OY5LNPB5A8FF43ITRZG3,usjwrm,2,41,0.04878048780487805
OY5LNPB5A8FF43ITRZG3,ox3x6n,2,44,0.045454545454545456
OY5LNPB5A8FF43ITRZG3,tjuaf2,1,33,0.030303030303030304
OY5LNPB5A8FF43ITRZG3,fbc3q9,1,34,0.029411764705882353
OY5LNPB5A8FF43ITRZG3,knjqzc,1,34,0.029411764705882353
OY5LNPB5A8FF43ITRZG3,ts2coc,1,34,0.029411764705882353
OY5LNPB5A8FF43ITRZG3,trgwnt,1,35,0.02857142857142857
OY5LNPB5A8FF43ITRZG3,zw152r,1,36,0.027777777777777776
OY5LNPB5A8FF43ITRZG3,n97glb,1,37,0.02702702702702703
OY5LNPB5A8FF43ITRZG3,p1fzic,1,37,0.02702702702702703
OY5LNPB5A8FF43ITRZG3,vjhki6,1,37,0.02702702702702703
OY5LNPB5A8FF43ITRZG3,hvl90q,1,38,0.02631578947368421
OY5LNPB5A8FF43ITRZG3,qkce7t,1,38,0.02631578947368421
OY5LNPB5A8FF43ITRZG3,0mwlfl,1,39,0.02564102564102564
OY5LNPB5A8FF43ITRZG3,34e7os,1,39,0.02564102564102564
OY5LNPB5A8FF43ITRZG3,45pbpe,1,39,0.02564102564102564
OY5LNPB5A8FF43ITRZG3,kaw0p8,1,39,0.02564102564102564
P41C5HK4P2G5GFRMT6ZA,en07j4,2,24,0.08333333333333333
P41C5HK4P2G5GFRMT6ZA,jq8ld9,2,29,0.06896551724137931
P41C5HK4P2G5GFRMT6ZA,bh9h1a,2,30,0.06666666666666667
P41C5HK4P2G5GFRMT6ZA,h0lp4d,2,30,0.06666666666666667
P41C5HK4P2G5GFRMT6ZA,fszsdk,2,35,0.05714285714285714
P41C5HK4P2G5GFRMT6ZA,gmko8q,3,53,0.05660377358490566
P41C5HK4P2G5GFRMT6ZA,2t9l0j,1,27,0.037037037037037035
P41C5HK4P2G5GFRMT6ZA,99h9zg,1,32,0.03125
P41C5HK4P2G5GFRMT6ZA,afs0j7,1,32,0.03125
P41C5HK4P2G5GFRMT6ZA,ispmql,1,32,0.03125
P41C5HK4P2G5GFRMT6ZA,wcuu5w,1,33,0.030303030303030304
P41C5HK4P2G5GFRMT6ZA,2jp0ee,1,35,0.02857142857142857
P41C5HK4P2G5GFRMT6ZA,lamexq,1,35,0.02857142857142857
P41C5HK4P2G5GFRMT6ZA,zwrw18,1,35,0.02857142857142857
P41C5HK4P2G5GFRMT6ZA,lfanbe,1,36,0.027777777777777776
P41C5HK4P2G5GFRMT6ZA,q4nqfb,1,36,0.027777777777777776
P41C5HK4P2G5GFRMT6ZA,53qkbw,1,37,0.02702702702702703
P41C5HK4P2G5GFRMT6ZA,n4nu4g,1,37,0.02702702702702703
P41C5HK4P2G5GFRMT6ZA,zwxqs0,1,37,0.02702702702702703
P41C5HK4P2G5GFRMT6ZA,5dnqsq,1,38,0.02631578947368421
SOVPFK3BBWKTQM9HOHWJ,ajuebw,2,31,0.06451612903225806
SOVPFK3BBWKTQM9HOHWJ,iwi7hu,2,33,0.06060606060606061
SOVPFK3BBWKTQM9HOHWJ,xxc3zn,2,34,0.058823529411764705
SOVPFK3BBWKTQM9HOHWJ,8e6tva,2,38,0.05263157894736842
SOVPFK3BBWKTQM9HOHWJ,f00j3c,2,45,0.044444444444444446
SOVPFK3BBWKTQM9HOHWJ,whqftd,2,46,0.043478260869565216
SOVPFK3BBWKTQM9HOHWJ,8kc2gc,2,47,0.0425531914893617
